r,l,t,env_id
-273.819461,200,215.260203,env_0
-265.060372,200,216.215248,env_0
-269.722793,200,217.16264,env_0
-262.670078,200,218.121518,env_0
-262.392221,200,219.049316,env_0
-254.054487,200,220.002561,env_0
-276.886562,200,220.948538,env_0
-266.713067,200,221.902537,env_0
-264.511468,200,222.8897,env_0
-276.27895,200,223.859879,env_0
-273.511262,200,224.834388,env_0
-251.744432,200,225.794311,env_0
-270.817336,200,226.753378,env_0
-257.549356,200,227.720414,env_0
-262.756907,200,228.726673,env_0
-275.849432,200,229.744432,env_0
-276.02007,200,230.705516,env_0
-277.680313,200,231.662421,env_0
-267.417536,200,232.645721,env_0
-264.797047,200,233.594327,env_0
-268.490631,200,234.569673,env_0
-259.545206,200,235.528442,env_0
-265.527741,200,236.482752,env_0
-257.07889,200,237.445146,env_0
-252.229069,200,238.537118,env_0
-271.085048,200,239.685768,env_0
-268.863292,200,240.885639,env_0
-255.186117,200,242.002523,env_0
-276.311867,200,243.06005,env_0
-270.945989,200,244.249843,env_0
-262.8466,200,245.406605,env_0
-255.637191,200,246.659073,env_0
-273.34675,200,247.79769,env_0
-273.793237,200,248.965589,env_0
-272.149496,200,250.150529,env_0
-261.193634,200,251.290866,env_0
-259.265041,200,252.385968,env_0
-251.533315,200,253.525727,env_0
-254.343109,200,254.608277,env_0
-249.99639,200,255.748094,env_0
-255.68072,200,256.870923,env_0
-265.839911,200,257.933649,env_0
-265.54014,200,259.009022,env_0
-261.354446,200,260.104618,env_0
-255.962988,200,261.153794,env_0
-258.815391,200,262.234475,env_0
-262.041433,200,263.280094,env_0
-265.208669,200,264.420847,env_0
-266.990081,200,265.646959,env_0
-254.150551,200,266.84467,env_0
-259.440768,200,267.886154,env_0
-250.537507,200,268.820392,env_0
-257.873028,200,269.767645,env_0
-252.796625,200,270.744533,env_0
-246.151096,200,271.742421,env_0
-257.751742,200,272.752611,env_0
-248.868752,200,273.765061,env_0
-259.994696,200,274.731205,env_0
-261.974763,200,275.704391,env_0
-251.352386,200,276.713704,env_0
-256.497681,200,277.80687,env_0
-269.472069,200,278.794345,env_0
-259.156208,200,279.767494,env_0
-256.144764,200,280.751365,env_0
-260.213715,200,281.71097,env_0
-259.153479,200,282.689986,env_0
-260.827393,200,283.675873,env_0
-250.261412,200,284.641413,env_0
-252.835398,200,285.647973,env_0
-254.522132,200,286.641681,env_0
-254.827106,200,287.630048,env_0
-253.379193,200,288.636756,env_0
-253.357358,200,289.626828,env_0
-249.72175,200,290.605894,env_0
-255.935104,200,291.589761,env_0
-247.366803,200,292.591657,env_0
-254.866383,200,293.602591,env_0
-252.885063,200,294.589128,env_0
-250.427124,200,295.574571,env_0
-247.178041,200,296.514171,env_0
-249.84115,200,297.481711,env_0
-243.039407,200,298.474494,env_0
-259.330897,200,299.442895,env_0
-252.589546,200,300.393662,env_0
-255.29046,200,301.340613,env_0
-247.198893,200,302.280881,env_0
-279.804658,200,1.069951,env_1
-283.457626,200,1.500081,env_1
-286.127717,200,2.013461,env_1
-278.5377,200,2.535661,env_1
-269.618473,200,3.047793,env_1
-297.886312,200,3.572376,env_1
-277.901091,200,4.113446,env_1
-281.887282,200,4.639792,env_1
-288.603459,200,5.163211,env_1
-289.111751,200,5.686428,env_1
-280.016554,200,6.216025,env_1
-280.875628,200,6.746546,env_1
-287.045259,200,7.343518,env_1
-280.932358,200,8.240277,env_1
-283.601094,200,9.149413,env_1
-287.679297,200,10.124921,env_1
-274.678087,200,11.04937,env_1
-276.505341,200,11.985706,env_1
-276.050977,200,12.934715,env_1
-270.675238,200,13.944052,env_1
-276.279011,200,14.961496,env_1
-285.424801,200,16.047437,env_1
-281.507833,200,16.99029,env_1
-268.924212,200,17.95754,env_1
-284.280321,200,19.000343,env_1
-272.987145,200,19.961436,env_1
-276.014287,200,20.879662,env_1
-286.355299,200,21.859362,env_1
-301.86635,200,22.915648,env_1
-273.805846,200,23.94243,env_1
-290.388164,200,24.997365,env_1
-282.681004,200,26.089494,env_1
-286.892504,200,27.1324,env_1
-275.968595,200,28.090288,env_1
-280.460544,200,29.058881,env_1
-288.349839,200,30.031641,env_1
-282.503308,200,30.989025,env_1
-265.838638,200,31.943443,env_1
-281.290035,200,32.888495,env_1
-274.224618,200,33.88452,env_1
-285.253735,200,34.86452,env_1
-281.86387,200,35.82871,env_1
-275.265063,200,36.776867,env_1
-282.478828,200,37.73996,env_1
-269.990437,200,38.697624,env_1
-273.736647,200,39.661817,env_1
-284.401565,200,40.611653,env_1
-277.905485,200,41.553317,env_1
-285.787017,200,42.526772,env_1
-278.540269,200,43.496464,env_1
-289.750071,200,44.442654,env_1
-271.312521,200,45.399329,env_1
-272.554447,200,46.33904,env_1
-282.619141,200,47.297478,env_1
-294.863282,200,48.250511,env_1
-275.951585,200,49.236448,env_1
-291.71347,200,50.205051,env_1
-283.41336,200,51.1735,env_1
-297.321904,200,52.149834,env_1
-282.217714,200,53.167989,env_1
-272.322985,200,54.140785,env_1
-284.468203,200,55.090194,env_1
-276.518086,200,56.066494,env_1
-282.818827,200,57.009537,env_1
-270.501808,200,57.967407,env_1
-267.718118,200,58.94708,env_1
-299.127173,200,59.89615,env_1
-276.424287,200,60.841469,env_1
-276.559434,200,61.829817,env_1
-280.009946,200,62.829124,env_1
-284.730828,200,63.776955,env_1
-283.139021,200,64.763731,env_1
-281.21835,200,65.764915,env_1
-279.518163,200,66.728875,env_1
-302.230807,200,67.714864,env_1
-275.636924,200,68.661619,env_1
-285.602654,200,69.609937,env_1
-289.251223,200,70.552485,env_1
-285.74965,200,71.510655,env_1
-285.601629,200,72.462611,env_1
-282.592249,200,73.409532,env_1
-276.665183,200,74.358203,env_1
-287.255383,200,75.315856,env_1
-284.200104,200,76.261834,env_1
-296.577021,200,77.231905,env_1
-291.673673,200,78.18428,env_1
-277.340092,200,79.164085,env_1
-293.546061,200,80.136075,env_1
-282.930225,200,81.083483,env_1
-274.0062,200,82.028014,env_1
-279.090168,200,83.003493,env_1
-280.241237,200,83.993428,env_1
-274.097258,200,84.962386,env_1
-280.748657,200,85.924509,env_1
-279.205486,200,86.925886,env_1
-276.016781,200,87.908001,env_1
-285.631647,200,88.877284,env_1
-275.386524,200,89.83454,env_1
-267.887743,200,90.793944,env_1
-278.992149,200,91.760241,env_1
-277.591664,200,92.75804,env_1
-269.842163,200,93.700477,env_1
-276.626239,200,94.664623,env_1
-287.257229,200,95.633319,env_1
-273.089678,200,96.600193,env_1
-284.209108,200,97.551791,env_1
-290.300891,200,98.539903,env_1
-277.623738,200,99.498062,env_1
-284.382226,200,100.420147,env_1
-282.352502,200,101.377186,env_1
-279.709488,200,102.31906,env_1
-285.270867,200,103.303435,env_1
-273.147504,200,104.276761,env_1
-285.616306,200,105.218934,env_1
-286.66327,200,106.194635,env_1
-275.943369,200,107.158499,env_1
-277.383055,200,108.118963,env_1
-277.482454,200,109.055784,env_1
-283.054317,200,109.957855,env_1
-266.377762,200,110.895025,env_1
-280.040776,200,111.859468,env_1
-272.230627,200,112.775854,env_1
-276.477356,200,113.686467,env_1
-288.789256,200,114.575533,env_1
-291.495534,200,115.479897,env_1
-279.464748,200,116.430294,env_1
-285.047779,200,117.358084,env_1
-270.19585,200,118.345829,env_1
-269.222537,200,119.387071,env_1
-283.057866,200,120.361853,env_1
-280.413483,200,121.386141,env_1
-272.130104,200,122.322749,env_1
-281.748599,200,123.267459,env_1
-291.650313,200,124.28151,env_1
-279.540981,200,125.360025,env_1
-277.704749,200,126.327626,env_1
-276.817847,200,127.329388,env_1
-278.369965,200,128.407463,env_1
-279.181309,200,129.446688,env_1
-273.235193,200,130.430627,env_1
-271.039844,200,131.485852,env_1
-268.204945,200,132.479826,env_1
-269.14202,200,133.517291,env_1
-275.201767,200,134.534185,env_1
-274.731359,200,135.588368,env_1
-269.197637,200,136.607018,env_1
-273.525746,200,137.644555,env_1
-267.535681,200,138.730157,env_1
-282.172423,200,139.726721,env_1
-282.83875,200,140.828815,env_1
-266.527005,200,141.867865,env_1
-266.323625,200,142.852686,env_1
-277.973752,200,143.903355,env_1
-273.867759,200,144.965805,env_1
-267.249668,200,146.013606,env_1
-274.030441,200,147.071666,env_1
-281.550354,200,148.006833,env_1
-283.77321,200,148.962346,env_1
-278.732036,200,149.93372,env_1
-267.315199,200,150.888025,env_1
-260.206172,200,151.83372,env_1
-278.269422,200,152.770708,env_1
-268.60372,200,153.777353,env_1
-281.388523,200,154.713758,env_1
-258.818331,200,155.673872,env_1
-270.064581,200,156.632679,env_1
-271.993724,200,157.627811,env_1
-272.525437,200,158.598788,env_1
-271.832069,200,159.578739,env_1
-278.930963,200,160.552567,env_1
-269.79657,200,161.50055,env_1
-282.008455,200,162.46737,env_1
-281.027454,200,163.433592,env_1
-288.974968,200,164.403385,env_1
-278.306736,200,165.36636,env_1
-276.912034,200,166.341459,env_1
-276.142994,200,167.316618,env_1
-281.684549,200,168.289881,env_1
-282.575971,200,169.231378,env_1
-271.415914,200,170.170815,env_1
-260.310652,200,171.141601,env_1
-269.916626,200,172.049366,env_1
-269.398858,200,172.979829,env_1
-273.33109,200,173.933587,env_1
-277.061056,200,174.895631,env_1
-280.963903,200,175.871477,env_1
-284.935741,200,176.805437,env_1
-261.179519,200,177.784894,env_1
-262.638191,200,178.752608,env_1
-278.998206,200,179.718221,env_1
-273.458601,200,180.690249,env_1
-277.256138,200,181.680235,env_1
-280.10621,200,182.611777,env_1
-275.139034,200,183.584621,env_1
-269.671011,200,184.568101,env_1
-282.711131,200,185.526834,env_1
-272.582402,200,186.505118,env_1
-282.087797,200,187.444628,env_1
-259.581529,200,188.418171,env_1
-274.43051,200,189.383697,env_1
-251.849047,200,190.349014,env_1
-275.299148,200,191.30363,env_1
-280.238777,200,192.263483,env_1
-259.928113,200,193.207652,env_1
-269.338918,200,194.147644,env_1
-271.673869,200,195.118233,env_1
-259.600296,200,196.102491,env_1
-277.397707,200,197.076825,env_1
-262.522784,200,198.017995,env_1
-263.443102,200,198.971971,env_1
-267.809869,200,199.948098,env_1
-263.143199,200,200.907986,env_1
-282.54123,200,201.850854,env_1
-269.410376,200,202.800392,env_1
-259.250521,200,203.747908,env_1
-264.131643,200,204.724817,env_1
-275.47831,200,205.668037,env_1
-262.831778,200,206.600344,env_1
-258.169916,200,207.590424,env_1
-265.712442,200,208.554283,env_1
-276.673075,200,209.515068,env_1
-266.575423,200,210.482389,env_1
-269.875709,200,211.454888,env_1
-264.149505,200,212.391376,env_1
-265.74176,200,213.331821,env_1
-260.806567,200,214.294711,env_1
-264.191449,200,215.259199,env_1
-260.838314,200,216.214244,env_1
-270.013107,200,217.161636,env_1
-265.882143,200,218.120514,env_1
-263.406597,200,219.048312,env_1
-268.733065,200,220.001557,env_1
-266.201841,200,220.947534,env_1
-262.686581,200,221.902538,env_1
-268.597765,200,222.888696,env_1
-256.657199,200,223.858875,env_1
-266.484868,200,224.833384,env_1
-271.671292,200,225.793307,env_1
-253.814878,200,226.752374,env_1
-274.923241,200,227.71941,env_1
-266.439645,200,228.725669,env_1
-258.858031,200,229.743428,env_1
-274.503868,200,230.704512,env_1
-262.891237,200,231.661417,env_1
-272.46409,200,232.644717,env_1
-268.869817,200,233.593323,env_1
-270.444011,200,234.568669,env_1
-262.99644,200,235.527438,env_1
-264.540483,200,236.481748,env_1
-273.138355,200,237.444142,env_1
-260.085296,200,238.536114,env_1
-272.860636,200,239.685778,env_1
-272.909843,200,240.884635,env_1
-255.382737,200,242.001519,env_1
-251.846839,200,243.059046,env_1
-258.821126,200,244.248839,env_1
-278.997633,200,245.405601,env_1
-269.978313,200,246.658069,env_1
-266.170671,200,247.796686,env_1
-273.684268,200,248.964585,env_1
-255.056933,200,250.149525,env_1
-280.648293,200,251.289862,env_1
-240.562568,200,252.384964,env_1
-265.280108,200,253.524723,env_1
-261.628761,200,254.607273,env_1
-271.277737,200,255.74709,env_1
-259.58821,200,256.869919,env_1
-262.375342,200,257.933641,env_1
-262.261024,200,259.008018,env_1
-260.545378,200,260.104827,env_1
-253.808341,200,261.15279,env_1
-268.677963,200,262.233471,env_1
-255.676078,200,263.27909,env_1
-248.246436,200,264.419843,env_1
-275.525013,200,265.645955,env_1
-254.723311,200,266.843666,env_1
-259.925217,200,267.88515,env_1
-256.310936,200,268.819388,env_1
-255.713408,200,269.767143,env_1
-261.972759,200,270.743529,env_1
-261.572779,200,271.741417,env_1
-254.504345,200,272.751607,env_1
-241.318331,200,273.764057,env_1
-254.680842,200,274.730201,env_1
-255.58233,200,275.703387,env_1
-256.803993,200,276.7127,env_1
-249.628865,200,277.805866,env_1
-268.477867,200,278.793341,env_1
-254.131591,200,279.76649,env_1
-272.787353,200,280.750361,env_1
-258.081844,200,281.709966,env_1
-261.251052,200,282.688982,env_1
-257.539745,200,283.674869,env_1
-251.881557,200,284.640409,env_1
-247.481149,200,285.647457,env_1
-259.216954,200,286.640677,env_1
-250.06762,200,287.629044,env_1
-250.767893,200,288.641389,env_1
-249.687454,200,289.625824,env_1
-260.546501,200,290.60489,env_1
-248.895428,200,291.588758,env_1
-249.592909,200,292.590653,env_1
-246.595912,200,293.60259,env_1
-245.553907,200,294.588124,env_1
-248.874081,200,295.573567,env_1
-256.128806,200,296.513167,env_1
-253.264398,200,297.480707,env_1
-247.98714,200,298.47349,env_1
-249.195918,200,299.441891,env_1
-247.212573,200,300.392658,env_1
-258.00285,200,301.339609,env_1
-251.781704,200,302.280888,env_1
-285.609543,200,1.06602,env_10
-286.889327,200,1.494647,env_10
-266.498028,200,2.008027,env_10
-293.493547,200,2.530226,env_10
-263.510023,200,3.042358,env_10
-285.616395,200,3.566942,env_10
-287.322002,200,4.108011,env_10
-278.56774,200,4.634358,env_10
-283.496678,200,5.157777,env_10
-283.554255,200,5.682057,env_10
-291.695319,200,6.21059,env_10
-277.042528,200,6.741111,env_10
-289.873705,200,7.338084,env_10
-290.498392,200,8.234842,env_10
-269.939672,200,9.143979,env_10
-271.988969,200,10.119487,env_10
-283.621761,200,11.044935,env_10
-299.253422,200,11.980272,env_10
-279.695828,200,12.929281,env_10
-271.642095,200,13.939616,env_10
-278.679848,200,14.965987,env_10
-273.94232,200,16.042003,env_10
-277.090768,200,16.984855,env_10
-275.161872,200,17.952106,env_10
-276.632046,200,18.994909,env_10
-277.961033,200,19.956002,env_10
-284.685691,200,20.875221,env_10
-276.287986,200,21.853927,env_10
-278.428523,200,22.911285,env_10
-285.513188,200,23.936995,env_10
-286.833777,200,24.992938,env_10
-275.788659,200,26.08406,env_10
-279.191301,200,27.126966,env_10
-270.691981,200,28.084854,env_10
-275.875569,200,29.054438,env_10
-287.362743,200,30.026207,env_10
-285.225242,200,30.983591,env_10
-284.707302,200,31.938009,env_10
-279.968613,200,32.88306,env_10
-278.04399,200,33.880126,env_10
-285.918316,200,34.860096,env_10
-298.264504,200,35.824278,env_10
-289.953241,200,36.772431,env_10
-270.840855,200,37.734525,env_10
-283.660797,200,38.69219,env_10
-278.030022,200,39.657893,env_10
-289.456968,200,40.606218,env_10
-287.119682,200,41.547882,env_10
-275.878299,200,42.521338,env_10
-282.941384,200,43.492038,env_10
-290.785099,200,44.43722,env_10
-288.702319,200,45.393895,env_10
-279.842542,200,46.334935,env_10
-270.2127,200,47.293047,env_10
-282.926564,200,48.245076,env_10
-289.994704,200,49.231013,env_10
-279.715203,200,50.199616,env_10
-292.914443,200,51.169214,env_10
-289.32825,200,52.1444,env_10
-275.367031,200,53.162554,env_10
-282.207138,200,54.13535,env_10
-288.332254,200,55.08476,env_10
-284.047152,200,56.061059,env_10
-279.919096,200,57.004102,env_10
-281.531782,200,57.961973,env_10
-281.989748,200,58.942649,env_10
-287.168294,200,59.890716,env_10
-278.354444,200,60.837138,env_10
-272.798441,200,61.824382,env_10
-275.800009,200,62.82369,env_10
-289.07152,200,63.77152,env_10
-290.952235,200,64.758296,env_10
-284.308262,200,65.75948,env_10
-263.570281,200,66.72446,env_10
-278.026961,200,67.709429,env_10
-271.861307,200,68.657198,env_10
-281.966835,200,69.604503,env_10
-280.238106,200,70.54805,env_10
-273.7931,200,71.50522,env_10
-286.124626,200,72.458177,env_10
-276.376936,200,73.404098,env_10
-284.662214,200,74.352768,env_10
-272.514853,200,75.310421,env_10
-273.284647,200,76.256399,env_10
-265.890527,200,77.227982,env_10
-284.541991,200,78.178845,env_10
-280.495554,200,79.158651,env_10
-280.252941,200,80.130641,env_10
-293.865602,200,81.078049,env_10
-283.599693,200,82.022579,env_10
-280.768624,200,82.998058,env_10
-267.554459,200,83.988497,env_10
-281.425595,200,84.956951,env_10
-281.165457,200,85.919074,env_10
-285.881274,200,86.920451,env_10
-293.176756,200,87.902567,env_10
-270.68253,200,88.87185,env_10
-283.607584,200,89.829105,env_10
-282.623441,200,90.788509,env_10
-278.640216,200,91.754806,env_10
-282.722456,200,92.752605,env_10
-272.221743,200,93.696043,env_10
-270.869088,200,94.659189,env_10
-285.657079,200,95.627884,env_10
-278.164497,200,96.594759,env_10
-297.215407,200,97.546356,env_10
-284.504206,200,98.534469,env_10
-285.801347,200,99.492627,env_10
-288.803514,200,100.414712,env_10
-273.111904,200,101.371752,env_10
-287.024016,200,102.313626,env_10
-265.850468,200,103.298001,env_10
-286.619628,200,104.271326,env_10
-269.048495,200,105.2135,env_10
-269.2473,200,106.1892,env_10
-272.600181,200,107.154064,env_10
-279.780303,200,108.114512,env_10
-277.74942,200,109.050349,env_10
-272.895849,200,109.95242,env_10
-272.425648,200,110.889591,env_10
-276.88062,200,111.854034,env_10
-269.264559,200,112.77042,env_10
-284.687598,200,113.681549,env_10
-277.401522,200,114.570098,env_10
-276.139987,200,115.474462,env_10
-277.10347,200,116.42486,env_10
-289.653479,200,117.35265,env_10
-275.366562,200,118.341552,env_10
-276.696844,200,119.381637,env_10
-261.337479,200,120.358016,env_10
-278.628155,200,121.380706,env_10
-280.688713,200,122.317315,env_10
-273.99517,200,123.262024,env_10
-295.322715,200,124.277075,env_10
-278.61454,200,125.35459,env_10
-270.800036,200,126.322191,env_10
-279.783573,200,127.323954,env_10
-272.326319,200,128.403028,env_10
-281.333249,200,129.441253,env_10
-280.90137,200,130.426193,env_10
-282.66345,200,131.481417,env_10
-264.568385,200,132.474392,env_10
-276.202121,200,133.511856,env_10
-268.438783,200,134.528751,env_10
-272.575109,200,135.583934,env_10
-285.219805,200,136.601583,env_10
-267.915586,200,137.63912,env_10
-275.874112,200,138.724722,env_10
-268.595271,200,139.721287,env_10
-273.668033,200,140.82338,env_10
-278.534205,200,141.86243,env_10
-274.103572,200,142.848245,env_10
-268.279728,200,143.89792,env_10
-273.412843,200,144.96037,env_10
-282.16602,200,146.008172,env_10
-265.298625,200,147.066231,env_10
-266.953878,200,148.002525,env_10
-263.565694,200,148.956911,env_10
-275.189471,200,149.928286,env_10
-271.800661,200,150.88259,env_10
-270.650708,200,151.828789,env_10
-267.257989,200,152.766274,env_10
-269.973758,200,153.771918,env_10
-286.982226,200,154.708324,env_10
-281.781991,200,155.668438,env_10
-279.144755,200,156.628245,env_10
-281.021237,200,157.622377,env_10
-269.643224,200,158.594354,env_10
-268.165373,200,159.573304,env_10
-263.778608,200,160.547132,env_10
-283.209476,200,161.495115,env_10
-278.56727,200,162.461936,env_10
-276.280008,200,163.428158,env_10
-279.077684,200,164.397951,env_10
-281.178257,200,165.361928,env_10
-272.986951,200,166.336025,env_10
-261.471764,200,167.311183,env_10
-265.382944,200,168.286016,env_10
-274.785861,200,169.225943,env_10
-284.128271,200,170.165381,env_10
-272.24379,200,171.136166,env_10
-274.079069,200,172.043931,env_10
-281.566997,200,172.974395,env_10
-276.225779,200,173.928152,env_10
-281.92839,200,174.891195,env_10
-275.414778,200,175.866042,env_10
-261.353309,200,176.800003,env_10
-266.692142,200,177.779459,env_10
-269.194072,200,178.747174,env_10
-275.303611,200,179.712787,env_10
-284.424972,200,180.684814,env_10
-262.960744,200,181.6748,env_10
-267.709875,200,182.606342,env_10
-269.298753,200,183.579186,env_10
-278.093661,200,184.562666,env_10
-271.529531,200,185.522571,env_10
-269.031085,200,186.500683,env_10
-268.917578,200,187.440197,env_10
